ChatID,Categoria,Valor,Data
7144921756,cartão-de-crédito,243.95,2025-08-18
7144921756,conta-cartão-mãe,381.0,2025-08-18
7144921756,faculdade,331.0,2025-08-18
7144921756,lanche,50.0,2025-08-18
